Age,Gender,Department,JobRole,Education,EducationLevel,MonthlyIncome,DailyRate,HourlyRate,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,MaritalStatus,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,DistanceFromHome,Attrition
30,Male,IT,Specialist,Master,2,3326,875,52,1,1,2,0,1,0,2,1,1,4,3,No,Non-Travel,Divorced,4,6,0,1,No
30,Male,HR,Senior,PhD,3,2401,728,81,1,5,4,1,0,5,2,1,3,2,3,No,Non-Travel,Married,1,1,0,2,No
30,Male,Marketing,Specialist,Master,2,2007,1322,76,9,10,3,0,2,5,4,2,2,2,3,No,Non-Travel,Divorced,3,4,0,6,No
38,Male,Operations,Manager,High School,4,3487,931,53,2,12,0,6,1,0,4,3,4,2,4,No,Non-Travel,Married,1,3,3,15,No
30,Female,Sales,Analyst,High School,3,1797,585,51,22,1,4,2,0,0,4,4,3,1,4,Yes,Non-Travel,Divorced,2,4,0,19,No
37,Female,Operations,Specialist,Master,2,1737,632,22,16,0,8,2,0,11,1,2,3,3,3,No,Travel_Rarely,Married,2,2,2,5,Yes
55,Male,Finance,Senior,PhD,4,1634,299,95,7,28,0,2,2,1,2,3,4,1,3,Yes,Travel_Frequently,Divorced,0,5,2,1,No
43,Male,Operations,Junior,High School,4,2692,470,66,22,3,4,0,0,6,1,3,2,3,3,No,Travel_Frequently,Single,1,1,0,1,Yes
31,Male,Finance,Manager,Bachelor,3,2227,1113,47,3,19,4,1,3,0,1,4,4,2,4,Yes,Travel_Rarely,Single,3,4,3,14,Yes
47,Female,Finance,Junior,High School,4,2459,952,95,13,19,0,20,1,0,3,2,4,2,3,No,Travel_Rarely,Married,3,5,2,2,Yes
30,Male,Marketing,Director,Bachelor,1,3869,347,56,20,14,0,5,1,1,1,2,2,4,3,No,Travel_Rarely,Divorced,2,1,1,1,Yes
18,Female,Finance,Specialist,PhD,2,4825,887,90,9,1,19,6,4,0,4,4,2,3,3,No,Travel_Frequently,Single,1,1,1,13,No
24,Male,R&D,Manager,Bachelor,2,6156,363,41,0,17,2,5,3,3,2,2,4,3,3,Yes,Travel_Frequently,Married,1,4,1,1,Yes
18,Female,IT,Analyst,Bachelor,4,3071,1181,22,3,14,1,0,0,2,2,1,4,1,3,No,Non-Travel,Single,0,1,0,6,No
31,Male,IT,Specialist,Bachelor,4,3546,1425,37,0,9,0,0,0,0,1,4,3,3,3,No,Travel_Frequently,Divorced,1,4,0,4,No
35,Female,Marketing,Analyst,Bachelor,1,3276,130,78,16,4,5,0,2,0,4,3,2,2,3,Yes,Travel_Frequently,Married,2,3,2,1,No
51,Male,R&D,Engineer,High School,3,1290,1372,34,16,3,4,1,1,1,4,4,1,4,3,No,Travel_Rarely,Divorced,0,4,2,2,No
38,Male,Operations,Junior,Bachelor,4,2477,704,30,6,1,5,0,0,0,4,1,2,1,4,Yes,Travel_Frequently,Divorced,3,5,0,1,No
32,Male,HR,Manager,High School,4,2483,1394,31,22,7,0,1,4,4,2,4,4,4,3,No,Non-Travel,Divorced,2,4,2,4,No
43,Female,Operations,Analyst,Bachelor,4,2309,601,94,19,8,11,3,0,1,4,3,4,3,3,Yes,Travel_Frequently,Single,4,3,2,3,No
18,Male,HR,Senior,Master,4,2920,1207,33,14,4,2,6,0,0,4,3,4,3,3,Yes,Travel_Rarely,Married,1,5,0,1,Yes
37,Female,Finance,Analyst,PhD,2,2671,1488,22,12,6,1,4,0,1,1,4,4,1,3,No,Travel_Rarely,Divorced,4,6,1,18,No
42,Female,Sales,Senior,Bachelor,4,1820,985,52,1,4,3,8,1,0,3,4,1,3,3,No,Non-Travel,Single,2,4,1,2,No
20,Male,HR,Specialist,Master,2,2764,648,52,18,10,2,0,2,0,4,1,2,4,3,Yes,Non-Travel,Divorced,1,2,2,1,No
46,Male,Sales,Manager,Bachelor,4,2165,1465,67,23,23,9,0,0,0,1,1,1,2,3,No,Travel_Frequently,Single,5,1,2,1,No
38,Male,IT,Analyst,Bachelor,3,804,938,45,12,1,13,3,0,5,1,3,1,1,3,Yes,Non-Travel,Married,5,1,0,1,Yes
30,Female,Sales,Director,Bachelor,1,1482,1216,58,23,4,1,1,0,7,4,2,4,3,3,Yes,Non-Travel,Married,2,1,1,30,No
41,Male,IT,Analyst,Master,3,3116,947,74,10,1,9,0,2,5,3,2,1,4,4,No,Travel_Rarely,Married,2,2,2,1,No
57,Female,R&D,Director,PhD,4,5145,713,90,21,9,7,1,0,1,2,2,4,2,3,Yes,Travel_Rarely,Married,3,2,2,2,Yes
36,Female,R&D,Manager,Master,4,885,511,31,14,13,13,0,5,0,3,2,4,3,3,No,Travel_Frequently,Divorced,3,3,0,10,No
37,Male,Marketing,Analyst,PhD,4,1929,531,93,9,26,1,2,0,2,4,3,4,1,3,No,Travel_Frequently,Single,2,5,1,5,No
30,Male,Marketing,Senior,Bachelor,3,3698,777,87,8,3,4,1,15,3,3,2,1,3,3,No,Travel_Frequently,Married,3,4,2,2,No
26,Male,Finance,Analyst,High School,4,4624,258,53,8,29,1,2,0,15,1,2,4,3,3,No,Travel_Frequently,Divorced,2,2,0,11,No
43,Male,HR,Junior,Bachelor,3,2416,113,56,19,0,8,3,2,0,1,4,1,3,3,Yes,Travel_Rarely,Married,0,4,1,6,Yes
26,Male,Finance,Specialist,PhD,2,2118,472,62,0,9,0,1,0,0,3,2,2,2,3,No,Travel_Frequently,Married,2,3,2,1,No
35,Male,IT,Engineer,Master,1,5485,324,26,16,0,4,0,0,3,2,4,4,2,3,No,Travel_Frequently,Married,4,1,0,5,No
30,Female,Finance,Senior,Bachelor,1,4438,1196,32,11,22,2,0,4,5,3,3,3,3,3,Yes,Non-Travel,Single,0,2,2,12,No
39,Female,Sales,Junior,Master,3,4579,1372,93,9,7,1,1,3,5,4,4,3,3,3,No,Travel_Frequently,Single,4,1,0,3,No
38,Female,IT,Director,Master,2,2358,610,20,4,11,5,4,1,3,2,1,3,1,4,No,Non-Travel,Single,0,3,0,6,No
45,Male,Marketing,Specialist,Master,3,5202,702,57,17,17,9,4,2,9,3,4,3,3,3,No,Travel_Rarely,Married,2,4,0,17,Yes
29,Female,R&D,Manager,Bachelor,2,1127,315,49,14,1,4,3,1,2,3,2,3,4,3,No,Travel_Frequently,Divorced,0,6,0,5,Yes
32,Female,Marketing,Senior,Master,4,5248,1087,68,5,0,9,0,3,7,2,4,1,4,3,Yes,Non-Travel,Divorced,1,4,0,1,No
25,Female,HR,Engineer,Master,2,2883,1343,76,6,21,1,2,0,10,3,4,2,1,3,No,Travel_Frequently,Divorced,2,2,1,1,No
30,Female,IT,Specialist,Bachelor,2,3179,939,83,16,3,3,2,1,5,4,3,1,2,3,No,Non-Travel,Married,1,2,0,4,No
38,Female,IT,Director,Master,2,1858,826,96,5,1,2,1,1,1,1,3,4,3,4,No,Travel_Frequently,Single,4,3,3,1,No
42,Male,Sales,Engineer,Bachelor,1,1203,1344,30,7,6,0,2,0,0,4,2,2,1,3,Yes,Travel_Rarely,Divorced,2,3,1,15,No
25,Male,HR,Manager,PhD,2,3145,653,22,11,9,4,2,4,2,3,1,2,2,3,No,Travel_Rarely,Married,0,1,1,2,No
43,Female,R&D,Manager,PhD,4,3927,1165,45,20,0,5,2,0,1,1,1,2,1,3,No,Non-Travel,Married,1,3,1,3,No
48,Female,Operations,Director,PhD,4,4235,775,24,13,3,4,3,0,6,2,4,2,2,3,No,Non-Travel,Divorced,4,3,1,6,No
39,Female,IT,Senior,Master,4,4013,972,70,11,0,6,0,1,0,4,1,3,3,3,No,Travel_Rarely,Divorced,6,3,1,3,No
53,Male,IT,Director,High School,2,3583,382,90,22,5,4,4,2,0,2,3,4,1,3,No,Travel_Frequently,Married,1,3,0,2,No
27,Male,Sales,Analyst,High School,3,1878,1181,84,9,22,0,0,0,4,1,2,2,3,3,No,Non-Travel,Divorced,3,3,2,1,Yes
22,Female,Finance,Manager,Master,3,4375,933,34,21,40,0,0,0,0,3,2,2,1,4,No,Travel_Rarely,Married,2,5,1,4,No
18,Male,R&D,Specialist,High School,4,1776,636,19,19,10,4,11,5,1,1,3,3,2,3,Yes,Non-Travel,Divorced,0,3,0,10,Yes
49,Male,Marketing,Analyst,Bachelor,1,5185,1196,37,14,1,1,9,0,1,1,2,1,1,3,No,Travel_Rarely,Single,4,2,1,5,Yes
41,Female,HR,Junior,High School,3,2858,1022,23,6,23,0,0,2,2,2,4,1,4,3,No,Travel_Rarely,Married,3,4,1,2,No
34,Male,IT,Engineer,Master,2,2906,1252,72,8,7,2,1,2,0,4,2,1,4,3,No,Non-Travel,Single,0,3,0,1,No
37,Male,IT,Analyst,Master,3,4596,941,73,9,1,4,0,1,5,1,1,4,1,3,No,Non-Travel,Divorced,0,1,2,8,No
23,Female,Marketing,Engineer,Bachelor,4,4918,1047,94,9,25,1,1,5,1,3,2,1,4,3,No,Travel_Rarely,Married,2,1,1,14,No
59,Male,R&D,Director,PhD,1,4382,764,68,15,14,6,5,2,7,1,2,2,3,3,No,Travel_Frequently,Divorced,3,4,1,2,Yes
36,Male,Finance,Analyst,Master,3,1977,1248,60,6,13,5,9,1,1,2,3,3,4,3,Yes,Travel_Rarely,Married,2,3,1,6,Yes
36,Female,IT,Director,Bachelor,3,4364,166,36,4,12,2,3,1,0,4,3,3,4,3,Yes,Travel_Frequently,Divorced,2,2,3,2,No
42,Male,R&D,Junior,High School,4,1983,105,78,22,2,7,1,2,0,3,1,1,3,3,No,Travel_Frequently,Single,1,5,0,3,No
39,Male,Marketing,Manager,High School,1,4420,736,22,2,2,5,2,1,0,2,3,3,3,3,No,Travel_Frequently,Single,3,6,1,9,Yes
37,Female,Sales,Junior,Bachelor,1,1461,413,34,17,11,5,1,4,2,1,1,2,2,4,No,Non-Travel,Divorced,3,1,0,1,No
27,Female,Finance,Manager,Bachelor,4,2844,1449,65,10,2,4,7,0,0,1,4,1,3,3,No,Travel_Rarely,Single,1,4,2,3,No
39,Female,HR,Director,Master,2,1977,664,92,14,5,0,6,0,1,4,1,2,1,3,No,Travel_Rarely,Single,1,2,0,1,Yes
53,Male,IT,Manager,High School,3,4605,925,53,20,15,5,2,0,2,2,2,4,4,3,No,Travel_Frequently,Divorced,2,3,0,2,No
48,Female,R&D,Engineer,Bachelor,2,5206,605,51,19,15,2,1,0,0,2,1,2,2,3,No,Travel_Frequently,Married,3,2,2,5,Yes
50,Male,Sales,Specialist,High School,3,3292,1205,64,4,6,14,1,0,0,4,4,2,3,3,No,Travel_Frequently,Divorced,2,0,1,1,No
29,Female,HR,Junior,Bachelor,3,3239,1125,48,23,15,8,0,4,4,3,2,2,4,3,No,Travel_Rarely,Married,2,3,0,4,No
25,Male,Operations,Analyst,High School,2,4239,303,89,11,18,4,5,2,8,2,1,2,1,4,No,Travel_Frequently,Single,1,4,1,1,No
33,Female,R&D,Junior,PhD,4,5221,761,47,3,10,1,1,2,0,4,3,4,1,4,No,Travel_Rarely,Single,4,0,2,5,No
35,Female,R&D,Engineer,Master,4,3037,904,45,14,2,1,1,1,0,2,3,1,2,3,No,Travel_Rarely,Single,1,0,0,1,Yes
45,Female,HR,Manager,High School,3,2321,503,68,8,3,2,1,3,9,4,3,2,1,3,No,Non-Travel,Single,0,1,0,6,No
18,Female,Sales,Engineer,PhD,4,4120,1226,58,6,3,3,5,1,0,1,1,1,4,3,No,Travel_Frequently,Single,3,3,3,5,Yes
50,Male,Operations,Senior,High School,3,1176,635,48,9,1,1,0,4,11,1,1,3,3,3,No,Travel_Frequently,Married,0,1,1,17,No
33,Female,Marketing,Senior,High School,4,4697,1491,85,22,3,3,5,0,0,2,4,2,1,3,Yes,Travel_Frequently,Married,2,2,0,12,Yes
30,Female,Sales,Analyst,PhD,3,2089,1335,76,12,2,0,6,5,6,2,2,2,3,3,No,Non-Travel,Married,3,5,2,1,Yes
24,Male,Finance,Engineer,High School,4,2643,676,37,7,6,19,8,2,1,1,2,3,4,3,No,Travel_Frequently,Divorced,3,3,1,1,No
18,Female,IT,Director,High School,1,4712,1332,60,11,23,0,1,0,8,3,2,1,4,3,No,Travel_Rarely,Single,3,5,0,5,No
43,Male,HR,Analyst,Master,2,2421,862,70,21,1,13,0,1,1,4,2,4,3,3,No,Travel_Frequently,Single,1,3,0,4,No
35,Female,Marketing,Director,PhD,1,4120,216,21,23,12,12,1,1,3,3,1,2,4,3,Yes,Travel_Rarely,Single,2,5,0,1,No
22,Female,Operations,Analyst,PhD,2,5268,727,75,18,11,3,1,0,0,3,1,3,2,3,Yes,Travel_Rarely,Divorced,2,4,2,1,Yes
22,Female,HR,Senior,Bachelor,2,3149,848,17,0,1,6,0,1,0,3,4,3,1,3,No,Travel_Rarely,Divorced,0,6,0,4,No
31,Male,HR,Analyst,High School,3,3483,204,52,15,25,2,2,0,4,1,2,2,2,3,Yes,Travel_Rarely,Divorced,0,2,0,12,No
51,Female,Sales,Senior,Master,2,2808,594,98,21,8,4,1,0,2,2,1,1,2,3,No,Travel_Frequently,Single,2,4,2,11,Yes
32,Female,IT,Manager,High School,1,3158,145,48,16,4,2,6,5,7,3,1,1,2,3,Yes,Non-Travel,Married,2,2,0,1,No
19,Female,Finance,Director,High School,1,1705,922,58,24,14,1,0,2,1,1,1,2,3,3,No,Non-Travel,Divorced,3,3,1,2,No
32,Male,R&D,Engineer,Bachelor,4,2573,1454,44,17,2,4,3,4,6,4,1,3,3,3,Yes,Travel_Rarely,Divorced,3,2,0,1,No
32,Male,R&D,Analyst,High School,1,1565,1339,31,10,11,3,4,2,1,2,2,2,4,3,No,Travel_Frequently,Married,1,1,1,3,No
18,Female,HR,Senior,Master,4,1901,1081,73,17,0,4,4,0,11,4,2,4,3,3,No,Non-Travel,Divorced,2,6,0,6,No
34,Male,IT,Junior,Master,2,1095,1059,24,6,18,1,6,1,9,3,1,4,4,3,Yes,Travel_Frequently,Married,1,2,0,7,No
32,Female,Operations,Director,Bachelor,1,3401,944,98,17,5,2,3,2,1,2,3,1,3,3,No,Non-Travel,Single,1,1,1,3,No
41,Female,Operations,Analyst,High School,2,6945,548,32,7,10,0,7,6,6,3,4,4,4,4,No,Travel_Rarely,Married,0,5,1,1,Yes
53,Female,Marketing,Specialist,Master,1,2373,635,59,5,2,0,1,0,5,2,2,3,1,3,No,Travel_Rarely,Married,3,3,1,2,No
46,Female,Sales,Manager,High School,1,4829,610,73,6,11,1,2,4,0,3,2,4,4,4,Yes,Travel_Rarely,Single,2,1,1,13,No
32,Female,IT,Manager,High School,4,5233,639,76,22,14,0,0,5,2,4,3,2,1,3,No,Non-Travel,Divorced,2,1,1,1,No
23,Female,IT,Junior,High School,2,1636,115,73,21,6,0,0,2,0,4,2,3,4,3,No,Travel_Frequently,Single,0,3,1,1,No
60,Female,Sales,Senior,Bachelor,1,1822,342,63,9,9,8,0,5,5,3,3,1,3,3,No,Travel_Rarely,Divorced,3,5,1,6,No
35,Male,Operations,Analyst,High School,3,4892,1330,77,10,6,0,0,1,0,2,3,1,3,3,No,Travel_Frequently,Divorced,2,1,1,6,No
35,Male,Operations,Director,Master,2,2846,1011,46,24,22,5,0,6,0,4,1,4,1,3,No,Travel_Frequently,Married,3,1,1,12,No
34,Male,Operations,Senior,High School,2,1563,1394,24,12,6,1,0,2,1,2,2,1,2,3,No,Travel_Rarely,Single,2,4,1,2,Yes
36,Male,HR,Manager,Master,2,2168,860,25,8,18,10,0,0,2,2,4,2,2,3,No,Non-Travel,Married,5,5,0,3,Yes
33,Male,IT,Senior,High School,4,3676,804,84,6,16,3,7,4,5,4,3,3,4,3,Yes,Travel_Rarely,Single,3,5,0,3,No
29,Male,R&D,Manager,Master,3,2004,214,76,8,5,1,0,1,10,1,4,2,3,3,No,Travel_Rarely,Single,0,6,0,13,Yes
29,Male,Sales,Senior,Master,2,744,1422,61,12,2,3,3,1,1,1,1,2,2,3,No,Non-Travel,Married,3,4,3,7,No
34,Female,Operations,Junior,High School,1,2537,496,48,2,5,2,0,1,0,2,2,2,3,4,No,Travel_Frequently,Divorced,2,0,2,8,Yes
29,Female,Marketing,Engineer,High School,1,2642,493,31,2,17,4,7,0,4,4,1,2,3,3,No,Non-Travel,Divorced,4,2,1,1,No
27,Female,Operations,Junior,Master,4,2994,1198,68,0,2,0,6,1,2,1,1,3,3,3,No,Non-Travel,Single,2,3,0,7,No
36,Female,Operations,Junior,PhD,1,5593,1077,90,20,7,29,3,3,1,3,4,3,4,3,Yes,Travel_Rarely,Divorced,4,5,0,2,No
32,Male,Finance,Engineer,Bachelor,2,3061,1226,99,19,16,2,3,0,1,2,4,2,1,3,No,Non-Travel,Married,4,1,2,1,No
50,Male,HR,Engineer,PhD,1,3365,396,54,1,4,2,0,0,2,1,3,2,4,3,No,Non-Travel,Married,2,4,2,1,Yes
18,Female,Sales,Analyst,PhD,2,5053,1101,33,24,10,6,12,0,1,4,2,1,2,4,Yes,Non-Travel,Married,2,3,0,5,No
45,Female,Finance,Director,High School,1,2996,277,81,2,2,2,6,1,4,4,1,1,1,3,No,Travel_Frequently,Single,3,3,2,2,Yes
47,Male,Finance,Director,Bachelor,3,8675,1338,96,14,1,8,6,2,2,2,3,3,2,4,No,Travel_Frequently,Single,2,6,1,10,No
18,Female,Marketing,Analyst,PhD,4,1584,1066,67,23,15,3,3,3,6,4,3,1,1,3,No,Travel_Rarely,Divorced,2,5,0,6,No
31,Female,IT,Junior,High School,4,1868,414,78,5,1,6,1,5,2,3,1,3,1,3,No,Travel_Rarely,Married,3,1,2,1,No
31,Female,Marketing,Junior,PhD,3,4052,1162,97,12,3,0,6,1,0,3,1,3,4,3,No,Travel_Frequently,Married,3,3,1,5,No
20,Female,IT,Manager,PhD,3,5581,358,61,20,19,9,1,0,5,1,3,4,3,3,No,Non-Travel,Single,2,5,2,1,Yes
27,Male,IT,Manager,High School,4,2696,106,20,0,4,6,2,5,2,4,1,3,3,4,No,Travel_Rarely,Single,2,5,0,2,No
23,Female,Sales,Director,High School,3,1798,148,30,19,36,1,0,2,0,3,1,1,1,3,No,Travel_Rarely,Single,2,6,0,4,No
52,Female,Operations,Analyst,High School,2,7190,260,86,18,38,0,7,1,2,2,4,4,4,3,Yes,Non-Travel,Married,4,2,0,10,Yes
44,Male,Sales,Specialist,Bachelor,1,2005,275,32,0,3,1,0,2,1,4,2,1,2,3,No,Non-Travel,Married,4,4,0,3,No
47,Male,HR,Specialist,PhD,4,3531,1125,66,20,0,18,0,5,5,1,3,3,2,3,Yes,Non-Travel,Divorced,3,6,1,8,No
42,Female,IT,Analyst,High School,3,5750,1100,62,21,12,1,2,2,1,2,1,3,3,3,No,Non-Travel,Married,2,1,0,7,No
23,Male,Finance,Manager,Master,2,2390,554,57,1,5,3,4,0,3,2,3,2,3,3,No,Non-Travel,Divorced,4,1,1,2,No
29,Female,Operations,Director,PhD,4,2184,375,53,14,1,0,2,2,0,2,2,3,2,3,No,Travel_Frequently,Divorced,2,1,0,3,No
39,Female,R&D,Director,Master,3,2260,597,63,13,12,2,0,0,1,3,3,4,2,3,No,Non-Travel,Married,2,3,2,6,No
22,Male,HR,Manager,Bachelor,4,4678,775,26,18,0,4,0,0,12,2,3,3,4,3,Yes,Travel_Rarely,Divorced,6,4,1,1,Yes
42,Female,Sales,Specialist,High School,3,5064,1151,24,10,20,15,4,1,4,3,3,2,2,3,No,Travel_Frequently,Divorced,1,2,1,11,Yes
32,Female,Marketing,Senior,Master,4,3031,1456,85,14,1,3,12,0,0,2,4,3,4,3,No,Travel_Rarely,Single,0,2,0,7,No
31,Female,HR,Senior,Bachelor,2,7642,1124,69,5,1,8,4,0,0,3,2,3,3,4,No,Non-Travel,Married,1,3,0,1,No
42,Female,HR,Manager,High School,2,3028,1311,15,19,1,3,1,0,1,4,2,3,2,3,No,Travel_Rarely,Divorced,1,5,0,19,No
39,Male,Operations,Senior,Master,1,5688,155,63,8,32,0,7,2,3,3,3,2,3,3,No,Non-Travel,Divorced,2,5,0,1,No
31,Male,HR,Engineer,Master,4,2401,646,50,4,11,1,1,3,4,3,3,1,1,4,No,Travel_Rarely,Divorced,0,2,0,12,No
46,Female,HR,Analyst,Bachelor,1,9574,1235,35,19,16,4,2,8,4,4,2,3,1,3,No,Travel_Rarely,Married,5,5,0,1,No
24,Male,R&D,Analyst,High School,4,6535,1433,51,1,5,15,1,0,2,2,1,4,1,3,No,Non-Travel,Single,4,1,1,7,No
41,Female,Marketing,Manager,High School,3,2796,135,38,5,4,9,1,1,4,4,4,2,2,3,No,Travel_Rarely,Single,3,1,3,3,Yes
40,Female,Marketing,Junior,Master,3,6107,538,69,17,2,1,4,5,1,2,2,4,3,3,No,Travel_Frequently,Married,2,4,0,6,No
31,Female,Marketing,Specialist,Master,1,5955,694,39,22,6,1,2,0,0,3,3,3,2,3,No,Travel_Rarely,Married,1,3,2,1,No
38,Female,IT,Manager,Master,4,6480,1448,21,18,8,1,1,2,2,2,1,2,3,3,Yes,Travel_Frequently,Married,2,4,0,1,Yes
22,Female,Finance,Senior,High School,1,861,406,95,8,9,12,0,2,9,3,1,3,4,3,No,Travel_Frequently,Married,3,4,1,1,No
44,Male,Marketing,Specialist,Bachelor,2,4271,718,85,20,2,9,0,0,4,2,1,4,2,3,Yes,Travel_Rarely,Single,4,5,1,10,Yes
33,Female,HR,Junior,Bachelor,1,3909,1232,85,23,29,7,2,3,2,3,4,2,1,3,Yes,Travel_Frequently,Divorced,1,0,3,1,No
29,Male,HR,Senior,High School,1,3772,1495,38,5,1,2,0,3,3,3,4,1,4,3,Yes,Travel_Frequently,Divorced,0,6,0,5,No
45,Male,Marketing,Director,PhD,3,3324,456,25,13,33,3,0,0,8,1,2,1,3,3,Yes,Travel_Rarely,Married,1,3,0,8,Yes
27,Female,Operations,Engineer,Bachelor,1,3374,280,87,23,0,3,3,0,1,2,2,1,2,3,No,Non-Travel,Married,0,4,0,11,Yes
20,Female,Marketing,Senior,Master,4,5662,1479,26,12,6,1,3,0,1,2,2,3,3,3,Yes,Non-Travel,Divorced,2,1,1,1,Yes
19,Female,HR,Engineer,PhD,3,3903,167,49,10,4,3,4,0,11,1,2,2,3,3,Yes,Travel_Frequently,Single,2,1,3,11,Yes
41,Female,IT,Specialist,PhD,1,3322,391,77,11,5,0,2,1,5,3,3,4,2,3,Yes,Travel_Frequently,Married,0,3,2,1,No
22,Female,Sales,Engineer,Bachelor,2,5269,791,82,18,8,0,6,1,1,3,4,4,2,4,Yes,Non-Travel,Married,0,6,2,6,No
52,Male,Sales,Specialist,PhD,1,3673,280,71,18,5,10,8,0,1,1,1,3,3,4,Yes,Travel_Frequently,Single,0,6,1,6,No
18,Female,Marketing,Specialist,PhD,1,3853,533,27,20,5,6,4,4,1,1,3,3,3,3,No,Non-Travel,Single,0,2,2,1,No
51,Female,R&D,Specialist,Bachelor,1,7581,1013,37,18,13,2,3,0,0,4,2,4,4,3,No,Travel_Rarely,Single,2,6,1,1,No
37,Male,Marketing,Specialist,Bachelor,3,2398,165,97,23,11,3,1,0,9,3,2,2,1,3,No,Travel_Frequently,Married,3,1,0,3,Yes
34,Male,Operations,Specialist,PhD,4,1397,1144,53,12,17,2,12,0,1,4,3,3,3,4,No,Travel_Rarely,Single,2,2,2,2,No
29,Female,Marketing,Senior,Master,2,3090,483,94,13,2,6,0,1,6,2,1,2,1,3,Yes,Non-Travel,Married,2,4,0,12,Yes
38,Male,Sales,Specialist,High School,1,3318,138,26,23,9,7,0,1,0,4,4,4,4,3,Yes,Non-Travel,Married,3,3,0,2,No
34,Female,HR,Senior,PhD,4,4275,1408,48,17,8,7,1,0,2,1,4,2,1,3,Yes,Travel_Rarely,Single,2,6,0,13,No
46,Male,Marketing,Specialist,PhD,4,3145,921,85,11,4,6,0,0,0,1,1,1,1,3,No,Travel_Frequently,Divorced,3,2,1,3,Yes
36,Male,HR,Engineer,Master,3,4348,701,89,3,6,1,11,3,4,1,4,4,4,3,Yes,Travel_Rarely,Single,3,1,1,16,Yes
36,Female,HR,Director,PhD,2,10428,884,45,9,3,2,2,11,2,1,2,1,3,3,No,Travel_Rarely,Divorced,3,1,0,6,Yes
31,Male,R&D,Specialist,PhD,3,4450,1459,76,16,1,3,2,0,2,4,2,4,1,3,Yes,Travel_Frequently,Single,2,6,2,8,No
34,Male,HR,Junior,High School,4,4859,1311,27,3,2,2,3,0,0,4,2,1,3,3,Yes,Non-Travel,Single,0,1,2,1,Yes
38,Male,Sales,Specialist,High School,4,2794,770,45,11,1,7,2,1,0,4,2,2,3,3,No,Travel_Rarely,Married,4,1,3,4,No
18,Male,IT,Specialist,High School,4,1491,1366,16,12,11,1,0,2,0,1,1,4,2,3,No,Travel_Rarely,Married,1,1,1,1,Yes
21,Male,IT,Engineer,Bachelor,3,944,1196,29,3,10,0,2,0,1,1,4,4,3,3,No,Non-Travel,Married,2,3,2,1,Yes
42,Male,Finance,Analyst,Bachelor,2,2299,578,71,9,30,2,3,4,2,3,4,1,3,3,No,Travel_Rarely,Married,3,4,2,4,No
36,Female,Operations,Engineer,High School,1,820,660,89,24,13,19,1,1,2,3,3,2,1,3,No,Non-Travel,Married,5,2,0,6,No
33,Female,Marketing,Junior,High School,3,3853,200,48,2,0,1,4,1,2,1,1,4,3,3,No,Travel_Frequently,Married,1,3,0,1,No
35,Male,Operations,Analyst,Bachelor,4,2461,613,82,14,21,4,0,2,2,3,4,3,3,3,No,Non-Travel,Married,2,4,1,3,No
38,Female,Sales,Manager,Master,3,1545,275,89,1,19,2,0,6,0,2,4,1,2,3,Yes,Non-Travel,Divorced,2,3,0,4,Yes
29,Female,HR,Manager,PhD,4,3182,337,43,24,5,0,0,3,0,2,3,4,2,3,No,Travel_Rarely,Divorced,3,3,0,1,No
27,Female,IT,Junior,PhD,1,2060,1009,80,24,8,3,1,0,0,1,2,2,1,3,No,Non-Travel,Married,3,2,1,3,Yes
36,Male,Operations,Engineer,High School,1,3734,1182,30,16,37,6,5,0,5,4,4,2,1,3,No,Non-Travel,Divorced,1,3,0,6,No
25,Female,Sales,Senior,Master,2,4246,1222,53,5,7,3,5,1,2,2,2,2,2,3,No,Travel_Rarely,Single,4,4,0,1,No
39,Male,IT,Junior,Bachelor,4,2098,970,91,7,23,10,1,0,0,2,3,2,2,3,No,Non-Travel,Divorced,2,3,1,7,Yes
18,Female,HR,Director,High School,2,2647,594,51,2,0,1,2,2,0,4,4,1,4,3,No,Travel_Rarely,Married,3,3,2,4,No
45,Male,Operations,Analyst,Master,2,3319,1046,95,24,2,0,3,3,6,3,2,4,3,3,No,Travel_Frequently,Divorced,1,2,2,8,No
39,Male,IT,Analyst,Master,1,1475,854,35,17,5,13,0,2,4,4,1,1,1,3,No,Non-Travel,Single,3,4,1,1,No
37,Female,Marketing,Specialist,Master,3,3318,1420,58,21,8,2,0,9,3,3,2,1,1,3,No,Travel_Frequently,Divorced,1,4,1,8,Yes
44,Female,Marketing,Manager,Bachelor,3,1457,310,33,0,16,4,10,0,1,3,2,2,3,3,No,Non-Travel,Married,1,2,0,1,No
51,Male,Finance,Analyst,Bachelor,2,3955,1246,85,15,40,7,2,4,0,4,2,3,3,3,Yes,Non-Travel,Single,1,6,0,2,No
45,Female,Finance,Junior,PhD,1,2398,1352,22,6,4,1,11,2,11,3,2,2,1,3,No,Travel_Frequently,Single,4,1,0,1,No
18,Female,IT,Analyst,PhD,4,1453,239,91,2,0,6,1,0,4,2,1,3,2,3,Yes,Travel_Frequently,Divorced,2,3,2,10,No
22,Female,Sales,Junior,Master,3,2230,640,80,22,16,0,3,2,1,1,3,1,2,4,No,Travel_Rarely,Single,0,3,1,6,No
